,Model,ProQ2D,ProQRosCenD,ProQRosFAD,ProQ3D,Target
347,model_4_ptm_seed_1_rec_3_ens_8,0.5901390000000001,0.709313,0.844376,0.721722,5ZWL_E
348,model_3_ptm_seed_0_rec_1_ens_1,0.5624520000000001,0.715501,0.8896719999999999,0.7812819999999999,5ZWL_E
349,model_2_ptm_seed_0_rec_10_ens_8,0.547971,0.619636,0.798277,0.640311,5ZWL_E
350,model_4_seed_1_rec_3_ens_8,0.5698340000000001,0.694204,0.836309,0.709486,5ZWL_E
351,model_5_ptm_seed_0_rec_2_ens_8,0.526308,0.559022,0.807737,0.698153,5ZWL_E
352,model_5_seed_1_rec_5_ens_1,0.51017,0.679296,0.8431629999999999,0.695051,5ZWL_E
353,model_1_ptm_seed_1_rec_7_ens_8,0.5545479999999999,0.677744,0.7835770000000001,0.687639,5ZWL_E
354,model_3_ptm_seed_1_rec_7_ens_1,0.5786279999999999,0.709715,0.9000379999999999,0.763863,5ZWL_E
355,model_2_seed_0_rec_9_ens_1,0.574124,0.6740010000000001,0.778485,0.659275,5ZWL_E
356,model_4_ptm_seed_1_rec_1_ens_8,0.589411,0.7203430000000001,0.867243,0.763792,5ZWL_E
357,model_4_seed_0_rec_6_ens_8,0.5564859999999999,0.671249,0.8186680000000001,0.689742,5ZWL_E
358,model_4_seed_0_rec_10_ens_1,0.537702,0.647813,0.80011,0.660801,5ZWL_E
359,model_5_ptm_seed_1_rec_6_ens_8,0.561396,0.61706,0.803856,0.646235,5ZWL_E
360,model_2_ptm_seed_0_rec_6_ens_8,0.562094,0.64885,0.808736,0.657227,5ZWL_E
361,model_1_seed_1_rec_4_ens_8,0.5715020000000001,0.692335,0.8196889999999999,0.692018,5ZWL_E
362,model_1_ptm_seed_0_rec_5_ens_8,0.577871,0.690154,0.784688,0.689753,5ZWL_E
363,model_2_seed_1_rec_3_ens_8,0.559258,0.633071,0.7768729999999999,0.679005,5ZWL_E
364,model_2_seed_0_rec_2_ens_1,0.583626,0.661625,0.776358,0.704058,5ZWL_E
365,model_1_ptm_seed_1_rec_5_ens_8,0.572287,0.696882,0.796184,0.696561,5ZWL_E
366,model_1_ptm_seed_0_rec_7_ens_1,0.533958,0.670674,0.766234,0.668906,5ZWL_E
367,model_5_seed_1_rec_4_ens_1,0.539317,0.646417,0.8381290000000001,0.703851,5ZWL_E
368,model_4_ptm_seed_0_rec_5_ens_1,0.5489729999999999,0.67928,0.820477,0.67242,5ZWL_E
369,model_4_ptm_seed_1_rec_6_ens_8,0.563,0.686053,0.834764,0.688218,5ZWL_E
370,model_3_seed_0_rec_9_ens_1,0.565258,0.678501,0.8618020000000001,0.7075670000000001,5ZWL_E
371,model_4_ptm_seed_0_rec_2_ens_8,0.557918,0.707298,0.854453,0.734472,5ZWL_E
372,model_3_seed_1_rec_6_ens_1,0.5872029999999999,0.694865,0.865762,0.696615,5ZWL_E
373,model_1_ptm_seed_0_rec_7_ens_8,0.5499930000000001,0.6809430000000001,0.781505,0.695511,5ZWL_E
374,model_3_seed_1_rec_7_ens_1,0.56091,0.676199,0.873891,0.707322,5ZWL_E
375,model_5_seed_1_rec_6_ens_8,0.514476,0.607488,0.837607,0.710561,5ZWL_E
376,model_2_seed_0_rec_8_ens_8,0.561489,0.587064,0.769033,0.663887,5ZWL_E
377,model_3_ptm_seed_0_rec_4_ens_8,0.597359,0.7220439999999999,0.8970520000000001,0.764308,5ZWL_E
378,model_3_seed_1_rec_5_ens_1,0.577857,0.6954739999999999,0.8523629999999999,0.684077,5ZWL_E
379,model_3_seed_0_rec_8_ens_1,0.5748300000000001,0.6850970000000001,0.866583,0.699825,5ZWL_E
380,model_4_seed_0_rec_7_ens_1,0.573501,0.6803939999999999,0.8299030000000001,0.69348,5ZWL_E
381,model_2_ptm_seed_0_rec_5_ens_8,0.539838,0.631243,0.805653,0.653275,5ZWL_E
382,model_2_ptm_seed_0_rec_7_ens_8,0.543078,0.61039,0.805187,0.6557850000000001,5ZWL_E
383,model_1_seed_1_rec_2_ens_1,0.571439,0.7020430000000001,0.844454,0.716946,5ZWL_E
384,model_3_ptm_seed_1_rec_10_ens_1,0.599475,0.720463,0.8933479999999999,0.746588,5ZWL_E
385,model_5_seed_1_rec_3_ens_8,0.547932,0.69882,0.8529100000000001,0.714594,5ZWL_E
386,model_3_seed_0_rec_1_ens_1,0.547795,0.651147,0.865812,0.756709,5ZWL_E
387,model_3_seed_1_rec_5_ens_8,0.5792069999999999,0.690418,0.868559,0.710755,5ZWL_E
388,model_2_seed_0_rec_2_ens_8,0.570565,0.672189,0.780808,0.691005,5ZWL_E
389,model_2_ptm_seed_1_rec_6_ens_1,0.5282020000000001,0.5593,0.8109,0.656457,5ZWL_E
390,model_1_seed_0_rec_6_ens_1,0.560589,0.674714,0.783035,0.672832,5ZWL_E
391,model_1_seed_1_rec_4_ens_1,0.549405,0.675433,0.811022,0.6869810000000001,5ZWL_E
392,model_5_ptm_seed_1_rec_9_ens_8,0.551553,0.600665,0.802816,0.6359090000000001,5ZWL_E
393,model_4_ptm_seed_1_rec_5_ens_8,0.570962,0.686094,0.841491,0.69318,5ZWL_E
394,model_1_seed_0_rec_6_ens_8,0.5495800000000001,0.667706,0.8043560000000001,0.675838,5ZWL_E
395,model_1_seed_0_rec_2_ens_1,0.557942,0.699286,0.8292889999999999,0.720199,5ZWL_E
396,model_4_ptm_seed_1_rec_8_ens_1,0.560656,0.6846810000000001,0.812277,0.682284,5ZWL_E
397,model_2_ptm_seed_0_rec_1_ens_8,0.5636260000000001,0.642625,0.8420139999999999,0.737226,5ZWL_E
398,model_3_seed_0_rec_6_ens_1,0.557491,0.671507,0.8662610000000001,0.705313,5ZWL_E
399,model_2_ptm_seed_1_rec_8_ens_8,0.5327430000000001,0.6007779999999999,0.78951,0.623024,5ZWL_E
0,model_4_ptm_seed_0_rec_8_ens_8,0.487753,0.565847,0.807009,0.5693050000000001,6W9A_A
1,model_2_seed_1_rec_9_ens_8,0.469305,0.524949,0.803746,0.553666,6W9A_A
2,model_1_seed_0_rec_8_ens_8,0.487559,0.522785,0.8116399999999999,0.57431,6W9A_A
3,model_1_seed_1_rec_7_ens_1,0.462168,0.515293,0.804688,0.565624,6W9A_A
4,model_4_ptm_seed_1_rec_6_ens_1,0.47495299999999996,0.541706,0.808104,0.58409,6W9A_A
5,model_1_seed_1_rec_2_ens_8,0.464975,0.515894,0.803517,0.557778,6W9A_A
6,model_4_seed_0_rec_4_ens_1,0.497725,0.556381,0.814816,0.594054,6W9A_A
7,model_2_ptm_seed_1_rec_9_ens_1,0.458272,0.518984,0.799058,0.540536,6W9A_A
8,model_2_ptm_seed_0_rec_8_ens_8,0.464363,0.523524,0.798438,0.5483100000000001,6W9A_A
9,model_5_ptm_seed_1_rec_1_ens_1,0.46660100000000004,0.544003,0.805349,0.573501,6W9A_A
10,model_1_ptm_seed_1_rec_1_ens_1,0.463417,0.508901,0.818811,0.6015,6W9A_A
11,model_4_seed_1_rec_3_ens_1,0.452588,0.522496,0.806662,0.541452,6W9A_A
12,model_3_seed_1_rec_4_ens_8,0.47107,0.5253760000000001,0.808091,0.5672470000000001,6W9A_A
13,model_1_seed_1_rec_9_ens_8,0.47966400000000003,0.519846,0.808645,0.562616,6W9A_A
14,model_5_ptm_seed_1_rec_7_ens_8,0.455086,0.547403,0.806739,0.559852,6W9A_A
15,model_1_seed_1_rec_8_ens_8,0.456521,0.514,0.800888,0.554671,6W9A_A
16,model_2_seed_1_rec_10_ens_1,0.47734399999999994,0.529859,0.802009,0.554046,6W9A_A
17,model_2_ptm_seed_1_rec_7_ens_1,0.45299799999999996,0.5203909999999999,0.798797,0.536323,6W9A_A
18,model_3_ptm_seed_0_rec_5_ens_1,0.470183,0.531993,0.806519,0.597252,6W9A_A
19,model_5_seed_0_rec_9_ens_8,0.469131,0.525887,0.8162659999999999,0.567883,6W9A_A
20,model_3_ptm_seed_0_rec_8_ens_8,0.48036,0.527619,0.813224,0.5831890000000001,6W9A_A
21,model_3_ptm_seed_1_rec_4_ens_8,0.471604,0.528971,0.8097409999999999,0.590471,6W9A_A
22,model_1_seed_0_rec_7_ens_1,0.45898,0.512774,0.8090470000000001,0.56925,6W9A_A
23,model_5_seed_0_rec_7_ens_8,0.465917,0.524467,0.81121,0.532508,6W9A_A
24,model_3_seed_0_rec_2_ens_8,0.48489099999999996,0.531451,0.811174,0.591717,6W9A_A
25,model_5_ptm_seed_0_rec_5_ens_1,0.507245,0.552798,0.81528,0.593974,6W9A_A
26,model_5_ptm_seed_1_rec_2_ens_1,0.48812799999999995,0.5497270000000001,0.810515,0.589183,6W9A_A
27,model_5_ptm_seed_0_rec_3_ens_1,0.481667,0.546971,0.811132,0.57908,6W9A_A
28,model_3_ptm_seed_0_rec_9_ens_8,0.45875699999999997,0.532015,0.8031020000000001,0.575458,6W9A_A
29,model_5_ptm_seed_0_rec_3_ens_8,0.482459,0.551396,0.807771,0.557095,6W9A_A
30,model_4_ptm_seed_1_rec_7_ens_8,0.472242,0.5566180000000001,0.808732,0.569515,6W9A_A
31,model_5_seed_1_rec_8_ens_1,0.471326,0.522838,0.8140310000000001,0.559921,6W9A_A
32,model_1_seed_0_rec_9_ens_8,0.45748199999999994,0.508772,0.802462,0.557534,6W9A_A
33,model_1_ptm_seed_1_rec_10_ens_1,0.467791,0.523694,0.808628,0.58505,6W9A_A
34,model_5_ptm_seed_1_rec_5_ens_1,0.49728199999999995,0.550906,0.8145359999999999,0.583507,6W9A_A
35,model_3_ptm_seed_0_rec_2_ens_1,0.438284,0.534916,0.806012,0.573188,6W9A_A
36,model_4_ptm_seed_1_rec_8_ens_8,0.456761,0.551561,0.806032,0.5635220000000001,6W9A_A
37,model_1_ptm_seed_1_rec_5_ens_1,0.46799999999999997,0.5229520000000001,0.8064140000000001,0.565135,6W9A_A
38,model_1_ptm_seed_0_rec_2_ens_1,0.47305600000000003,0.515363,0.809723,0.593166,6W9A_A
39,model_3_ptm_seed_0_rec_3_ens_1,0.48571800000000004,0.5424979999999999,0.811938,0.6035189999999999,6W9A_A
40,model_5_seed_0_rec_8_ens_8,0.484177,0.531423,0.818279,0.569693,6W9A_A
41,model_3_ptm_seed_0_rec_4_ens_1,0.452693,0.52887,0.8048489999999999,0.583863,6W9A_A
42,model_2_seed_0_rec_10_ens_8,0.476078,0.52645,0.803284,0.556435,6W9A_A
43,model_5_ptm_seed_1_rec_8_ens_8,0.48940500000000003,0.548564,0.8094640000000001,0.570398,6W9A_A
44,model_4_ptm_seed_0_rec_8_ens_1,0.457136,0.556492,0.808589,0.574335,6W9A_A
45,model_5_seed_1_rec_1_ens_1,0.446859,0.522224,0.807337,0.548867,6W9A_A
46,model_2_seed_0_rec_5_ens_8,0.475617,0.525523,0.803894,0.565944,6W9A_A
47,model_1_ptm_seed_1_rec_9_ens_8,0.479554,0.530068,0.8085359999999999,0.568922,6W9A_A
48,model_5_ptm_seed_0_rec_1_ens_8,0.473631,0.521774,0.8174640000000001,0.588788,6W9A_A
49,model_2_seed_0_rec_5_ens_1,0.44995100000000005,0.521876,0.80232,0.562579,6W9A_A
50,model_1_ptm_seed_1_rec_6_ens_1,0.47734899999999997,0.523767,0.809716,0.584832,6W9A_A
51,model_5_ptm_seed_0_rec_7_ens_8,0.473963,0.5473,0.810244,0.583388,6W9A_A
52,model_5_seed_0_rec_3_ens_1,0.48212700000000003,0.528217,0.813704,0.561971,6W9A_A
53,model_2_ptm_seed_0_rec_7_ens_1,0.45920500000000003,0.5147520000000001,0.799189,0.543168,6W9A_A
54,model_1_seed_1_rec_10_ens_8,0.451191,0.512771,0.801132,0.5504939999999999,6W9A_A
55,model_5_seed_0_rec_3_ens_8,0.49340900000000004,0.531166,0.814558,0.5547449999999999,6W9A_A
56,model_4_seed_1_rec_10_ens_8,0.482882,0.551608,0.8108920000000001,0.573244,6W9A_A
57,model_2_seed_0_rec_7_ens_1,0.44780600000000004,0.526713,0.800369,0.55265,6W9A_A
58,model_1_seed_0_rec_10_ens_1,0.470534,0.515867,0.8068390000000001,0.576628,6W9A_A
59,model_5_ptm_seed_1_rec_4_ens_8,0.46619099999999997,0.544096,0.803393,0.558714,6W9A_A
60,model_2_seed_1_rec_2_ens_8,0.47091700000000003,0.522552,0.800426,0.572708,6W9A_A
61,model_1_seed_1_rec_1_ens_8,0.470866,0.515788,0.810017,0.588721,6W9A_A
62,model_3_ptm_seed_1_rec_8_ens_1,0.483281,0.527654,0.809389,0.598439,6W9A_A
63,model_5_ptm_seed_1_rec_9_ens_1,0.45588100000000004,0.549605,0.803856,0.542404,6W9A_A
64,model_3_seed_0_rec_10_ens_8,0.47598100000000004,0.528513,0.810521,0.565484,6W9A_A
65,model_5_seed_1_rec_6_ens_1,0.45564,0.518303,0.81015,0.535718,6W9A_A
66,model_5_seed_1_rec_2_ens_8,0.441076,0.51026,0.809292,0.540566,6W9A_A
67,model_4_seed_0_rec_5_ens_1,0.49504,0.548473,0.813021,0.5793229999999999,6W9A_A
68,model_4_ptm_seed_1_rec_9_ens_1,0.488346,0.555344,0.811768,0.594274,6W9A_A
69,model_4_ptm_seed_0_rec_1_ens_8,0.46496499999999996,0.551163,0.811673,0.590622,6W9A_A
70,model_1_ptm_seed_1_rec_3_ens_8,0.465801,0.522219,0.811628,0.583811,6W9A_A
71,model_4_ptm_seed_1_rec_7_ens_1,0.469265,0.546523,0.807348,0.567717,6W9A_A
72,model_3_seed_1_rec_8_ens_1,0.491054,0.529982,0.811512,0.575601,6W9A_A
73,model_1_ptm_seed_1_rec_6_ens_8,0.489126,0.527234,0.815562,0.598094,6W9A_A
74,model_3_seed_1_rec_10_ens_8,0.47893100000000005,0.529383,0.811329,0.561776,6W9A_A
75,model_3_seed_1_rec_9_ens_1,0.476012,0.534729,0.808844,0.565425,6W9A_A
76,model_2_seed_1_rec_5_ens_1,0.470128,0.5253909999999999,0.800832,0.5453680000000001,6W9A_A
77,model_4_seed_1_rec_10_ens_1,0.483288,0.54265,0.805825,0.5504939999999999,6W9A_A
78,model_1_ptm_seed_1_rec_4_ens_1,0.464577,0.517069,0.811925,0.578432,6W9A_A
79,model_1_ptm_seed_0_rec_8_ens_1,0.461287,0.519497,0.8070039999999999,0.566543,6W9A_A
80,model_1_seed_1_rec_8_ens_1,0.47787299999999994,0.5252560000000001,0.807153,0.562232,6W9A_A
81,model_2_seed_0_rec_4_ens_8,0.47238,0.5248010000000001,0.804625,0.572853,6W9A_A
82,model_2_seed_1_rec_6_ens_8,0.480912,0.526795,0.804566,0.561836,6W9A_A
83,model_2_ptm_seed_0_rec_4_ens_1,0.473553,0.522626,0.799366,0.554396,6W9A_A
84,model_2_ptm_seed_0_rec_3_ens_8,0.465463,0.516204,0.798951,0.551873,6W9A_A
85,model_3_ptm_seed_1_rec_9_ens_8,0.44656899999999994,0.543701,0.801132,0.577385,6W9A_A
86,model_1_seed_1_rec_5_ens_1,0.475764,0.5221560000000001,0.805687,0.563647,6W9A_A
87,model_4_seed_0_rec_3_ens_8,0.47499300000000005,0.548916,0.808431,0.560978,6W9A_A
88,model_4_ptm_seed_0_rec_10_ens_8,0.46474399999999993,0.554808,0.806631,0.573605,6W9A_A
89,model_1_ptm_seed_1_rec_1_ens_8,0.452559,0.517543,0.808343,0.5890920000000001,6W9A_A
90,model_2_ptm_seed_0_rec_4_ens_8,0.460557,0.515407,0.800093,0.5451729999999999,6W9A_A
91,model_1_seed_0_rec_5_ens_1,0.449184,0.507985,0.802474,0.549511,6W9A_A
92,model_4_ptm_seed_0_rec_6_ens_1,0.467963,0.54952,0.812555,0.591143,6W9A_A
93,model_5_seed_1_rec_8_ens_8,0.456829,0.52454,0.813655,0.561442,6W9A_A
94,model_4_ptm_seed_0_rec_9_ens_1,0.476566,0.556647,0.805895,0.583438,6W9A_A
95,model_4_ptm_seed_0_rec_4_ens_1,0.462225,0.5419930000000001,0.80677,0.587029,6W9A_A
96,model_2_seed_1_rec_8_ens_8,0.47414700000000004,0.52586,0.802564,0.5576270000000001,6W9A_A
97,model_3_seed_1_rec_4_ens_1,0.493832,0.5322060000000001,0.814505,0.5888939999999999,6W9A_A
98,model_3_seed_1_rec_7_ens_8,0.484108,0.5334909999999999,0.814611,0.568693,6W9A_A
99,model_2_ptm_seed_1_rec_4_ens_8,0.453294,0.5214270000000001,0.797712,0.540524,6W9A_A
100,model_4_ptm_seed_1_rec_2_ens_1,0.46176999999999996,0.544975,0.808344,0.563346,6W9A_A
101,model_5_ptm_seed_1_rec_10_ens_8,0.4951,0.5529029999999999,0.81079,0.587449,6W9A_A
102,model_4_seed_1_rec_1_ens_8,0.448175,0.520509,0.807264,0.551866,6W9A_A
103,model_1_seed_0_rec_5_ens_8,0.457453,0.518138,0.802975,0.559887,6W9A_A
104,model_3_seed_1_rec_9_ens_8,0.46574899999999997,0.531041,0.810955,0.556462,6W9A_A
105,model_4_ptm_seed_1_rec_1_ens_1,0.47315,0.5406880000000001,0.807608,0.587446,6W9A_A
106,model_2_ptm_seed_1_rec_3_ens_1,0.46942700000000004,0.52291,0.799194,0.5517479999999999,6W9A_A
107,model_5_seed_0_rec_9_ens_1,0.46043199999999995,0.5229520000000001,0.8102779999999999,0.564542,6W9A_A
108,model_1_seed_1_rec_7_ens_8,0.44999700000000004,0.516199,0.801362,0.562545,6W9A_A
109,model_1_ptm_seed_1_rec_8_ens_8,0.470058,0.5177729999999999,0.810477,0.5876279999999999,6W9A_A
110,model_1_ptm_seed_1_rec_2_ens_8,0.46797,0.519486,0.806476,0.578022,6W9A_A
111,model_2_ptm_seed_0_rec_9_ens_8,0.481029,0.523447,0.800527,0.556759,6W9A_A
112,model_3_ptm_seed_1_rec_8_ens_8,0.47927700000000006,0.531395,0.813272,0.589425,6W9A_A
113,model_5_ptm_seed_0_rec_9_ens_1,0.517331,0.55597,0.815944,0.589583,6W9A_A
114,model_5_seed_0_rec_2_ens_8,0.431907,0.5165029999999999,0.807675,0.5375939999999999,6W9A_A
115,model_2_seed_0_rec_1_ens_8,0.451059,0.511529,0.809037,0.572508,6W9A_A
116,model_1_seed_1_rec_6_ens_1,0.45447200000000004,0.5132770000000001,0.8029109999999999,0.557135,6W9A_A
117,model_4_seed_1_rec_2_ens_1,0.44471400000000005,0.521363,0.807271,0.5292600000000001,6W9A_A
118,model_4_seed_0_rec_1_ens_1,0.46375299999999997,0.525159,0.809612,0.5484899999999999,6W9A_A
119,model_4_ptm_seed_0_rec_10_ens_1,0.472962,0.555936,0.807593,0.579617,6W9A_A
120,model_3_ptm_seed_1_rec_5_ens_8,0.469289,0.531105,0.80891,0.602051,6W9A_A
121,model_1_seed_1_rec_3_ens_8,0.49468100000000004,0.522321,0.809002,0.5842890000000001,6W9A_A
122,model_2_seed_1_rec_8_ens_1,0.47183400000000003,0.524672,0.803395,0.5596720000000001,6W9A_A
123,model_3_ptm_seed_0_rec_6_ens_1,0.46911499999999995,0.537175,0.809689,0.5978180000000001,6W9A_A
124,model_4_ptm_seed_0_rec_4_ens_8,0.507965,0.560766,0.811196,0.594352,6W9A_A
125,model_4_seed_0_rec_8_ens_1,0.47671800000000003,0.546635,0.812952,0.564843,6W9A_A
126,model_4_ptm_seed_1_rec_5_ens_1,0.44780299999999995,0.5518649999999999,0.8007989999999999,0.549235,6W9A_A
127,model_3_seed_0_rec_7_ens_8,0.480996,0.529468,0.811661,0.572553,6W9A_A
128,model_3_ptm_seed_1_rec_1_ens_8,0.45166000000000006,0.5221319999999999,0.8029850000000001,0.575986,6W9A_A
129,model_5_ptm_seed_0_rec_10_ens_1,0.465638,0.548938,0.808002,0.577154,6W9A_A
130,model_5_seed_0_rec_4_ens_1,0.49076400000000003,0.532277,0.814535,0.5720109999999999,6W9A_A
131,model_3_seed_0_rec_8_ens_8,0.480822,0.530651,0.811077,0.569337,6W9A_A
132,model_2_seed_0_rec_1_ens_1,0.47317600000000004,0.518552,0.816867,0.591796,6W9A_A
133,model_3_ptm_seed_0_rec_1_ens_8,0.45475299999999996,0.523514,0.807592,0.593554,6W9A_A
134,model_1_ptm_seed_0_rec_5_ens_1,0.456024,0.52774,0.808016,0.576378,6W9A_A
135,model_5_seed_1_rec_5_ens_8,0.461967,0.5205529999999999,0.815113,0.562129,6W9A_A
136,model_4_ptm_seed_1_rec_4_ens_8,0.482347,0.552049,0.809431,0.581775,6W9A_A
137,model_1_seed_0_rec_1_ens_8,0.448034,0.5104529999999999,0.80594,0.5703630000000001,6W9A_A
138,model_3_seed_0_rec_10_ens_1,0.516656,0.547387,0.8204319999999999,0.601531,6W9A_A
139,model_4_ptm_seed_0_rec_3_ens_8,0.49662399999999995,0.5605220000000001,0.809338,0.5967859999999999,6W9A_A
140,model_4_ptm_seed_0_rec_7_ens_1,0.484142,0.560348,0.80852,0.584695,6W9A_A
141,model_1_ptm_seed_0_rec_9_ens_1,0.49937600000000004,0.536185,0.808797,0.5798770000000001,6W9A_A
142,model_3_seed_0_rec_3_ens_8,0.465159,0.535555,0.8091520000000001,0.5812,6W9A_A
143,model_1_ptm_seed_1_rec_4_ens_8,0.46281700000000003,0.519616,0.811661,0.58044,6W9A_A
144,model_2_ptm_seed_0_rec_3_ens_1,0.46052,0.516696,0.80051,0.554538,6W9A_A
145,model_4_ptm_seed_1_rec_10_ens_1,0.478679,0.557666,0.80753,0.563611,6W9A_A
146,model_5_ptm_seed_0_rec_2_ens_1,0.46720500000000004,0.550804,0.806933,0.560186,6W9A_A
147,model_4_ptm_seed_1_rec_9_ens_8,0.47838400000000003,0.5522600000000001,0.809345,0.581781,6W9A_A
148,model_2_seed_1_rec_2_ens_1,0.47173100000000007,0.521299,0.807805,0.570658,6W9A_A
149,model_2_ptm_seed_1_rec_2_ens_8,0.463471,0.517351,0.8010619999999999,0.563665,6W9A_A
150,model_3_seed_0_rec_5_ens_8,0.46290600000000004,0.527513,0.8087989999999999,0.5672050000000001,6W9A_A
151,model_4_seed_1_rec_9_ens_1,0.469088,0.5356989999999999,0.805288,0.541041,6W9A_A
152,model_2_seed_1_rec_1_ens_1,0.486153,0.529334,0.806429,0.588441,6W9A_A
153,model_2_ptm_seed_1_rec_7_ens_8,0.466257,0.5248109999999999,0.79664,0.541917,6W9A_A
154,model_1_seed_1_rec_3_ens_1,0.45131499999999997,0.509652,0.802892,0.563435,6W9A_A
155,model_3_seed_1_rec_3_ens_8,0.47638,0.530935,0.80513,0.5752689999999999,6W9A_A
156,model_4_seed_0_rec_9_ens_8,0.479055,0.5467890000000001,0.809513,0.5603319999999999,6W9A_A
157,model_1_seed_1_rec_6_ens_8,0.46951099999999996,0.518686,0.80537,0.564229,6W9A_A
158,model_2_ptm_seed_0_rec_2_ens_8,0.464516,0.518212,0.800473,0.563412,6W9A_A
159,model_3_seed_0_rec_3_ens_1,0.47408599999999995,0.533048,0.81198,0.589331,6W9A_A
160,model_5_ptm_seed_1_rec_3_ens_8,0.480745,0.545365,0.808905,0.5625439999999999,6W9A_A
161,model_4_ptm_seed_0_rec_9_ens_8,0.470891,0.546064,0.806062,0.569865,6W9A_A
162,model_2_seed_0_rec_7_ens_8,0.48001099999999997,0.527748,0.80423,0.562447,6W9A_A
163,model_3_ptm_seed_1_rec_2_ens_1,0.464845,0.537101,0.8086800000000001,0.5723699999999999,6W9A_A
164,model_4_seed_0_rec_8_ens_8,0.48095600000000005,0.549271,0.810455,0.5702119999999999,6W9A_A
165,model_5_ptm_seed_1_rec_6_ens_1,0.48932600000000004,0.550795,0.809149,0.56016,6W9A_A
166,model_4_seed_0_rec_4_ens_8,0.46893500000000005,0.546215,0.809184,0.551646,6W9A_A
167,model_5_seed_0_rec_4_ens_8,0.44946400000000003,0.526143,0.811511,0.553838,6W9A_A
168,model_1_seed_0_rec_2_ens_8,0.457628,0.507663,0.805337,0.562361,6W9A_A
169,model_3_ptm_seed_0_rec_6_ens_8,0.46761199999999997,0.532254,0.807947,0.614464,6W9A_A
170,model_2_seed_1_rec_4_ens_1,0.502529,0.53272,0.8083279999999999,0.58026,6W9A_A
171,model_5_seed_0_rec_7_ens_1,0.466393,0.521504,0.813609,0.545307,6W9A_A
172,model_1_ptm_seed_0_rec_4_ens_8,0.454556,0.518887,0.808986,0.580263,6W9A_A
173,model_5_seed_1_rec_7_ens_1,0.484271,0.530583,0.818716,0.574392,6W9A_A
174,model_2_seed_0_rec_8_ens_1,0.468938,0.525968,0.800728,0.5441010000000001,6W9A_A
175,model_3_ptm_seed_1_rec_6_ens_8,0.47388199999999997,0.536112,0.81166,0.598716,6W9A_A
176,model_1_ptm_seed_1_rec_10_ens_8,0.47792799999999996,0.520559,0.811253,0.591258,6W9A_A
177,model_2_ptm_seed_0_rec_5_ens_1,0.46185699999999996,0.519651,0.798742,0.554763,6W9A_A
178,model_2_seed_0_rec_9_ens_8,0.465084,0.525008,0.8012600000000001,0.547427,6W9A_A
179,model_1_ptm_seed_0_rec_1_ens_8,0.464818,0.5180279999999999,0.812144,0.586533,6W9A_A
180,model_2_ptm_seed_1_rec_3_ens_8,0.453622,0.521176,0.798474,0.549802,6W9A_A
181,model_4_seed_1_rec_5_ens_8,0.487022,0.553003,0.810318,0.571129,6W9A_A
182,model_1_ptm_seed_0_rec_10_ens_8,0.46854700000000005,0.524825,0.8109999999999999,0.5862069999999999,6W9A_A
183,model_5_ptm_seed_0_rec_9_ens_8,0.46958199999999994,0.548959,0.803523,0.5465949999999999,6W9A_A
184,model_4_seed_1_rec_1_ens_1,0.44414899999999996,0.519103,0.806883,0.5435,6W9A_A
185,model_1_ptm_seed_0_rec_9_ens_8,0.494911,0.5356489999999999,0.81095,0.577132,6W9A_A
186,model_3_seed_0_rec_4_ens_8,0.48577700000000007,0.531393,0.81315,0.5831569999999999,6W9A_A
187,model_5_ptm_seed_1_rec_3_ens_1,0.481508,0.550384,0.809898,0.557549,6W9A_A
188,model_1_ptm_seed_0_rec_2_ens_8,0.46598,0.511818,0.807392,0.589381,6W9A_A
189,model_5_ptm_seed_0_rec_10_ens_8,0.47658100000000003,0.54718,0.806661,0.5700609999999999,6W9A_A
190,model_3_ptm_seed_1_rec_7_ens_8,0.48711400000000005,0.534469,0.812329,0.618463,6W9A_A
191,model_2_ptm_seed_0_rec_8_ens_1,0.447155,0.5172829999999999,0.7979510000000001,0.531277,6W9A_A
192,model_5_seed_1_rec_9_ens_1,0.46943999999999997,0.52195,0.815055,0.568951,6W9A_A
193,model_4_seed_1_rec_6_ens_1,0.46721,0.538291,0.803876,0.559276,6W9A_A
194,model_1_seed_0_rec_3_ens_8,0.46347200000000005,0.512943,0.804449,0.564978,6W9A_A
195,model_2_seed_0_rec_6_ens_8,0.484284,0.5279739999999999,0.804177,0.5676180000000001,6W9A_A
196,model_4_ptm_seed_0_rec_3_ens_1,0.466817,0.550333,0.807809,0.573577,6W9A_A
197,model_1_ptm_seed_0_rec_3_ens_8,0.468078,0.525812,0.8123520000000001,0.584692,6W9A_A
198,model_1_seed_0_rec_8_ens_1,0.46741099999999997,0.513744,0.810393,0.578793,6W9A_A
199,model_3_seed_1_rec_3_ens_1,0.47861499999999996,0.535169,0.809806,0.583814,6W9A_A
200,model_2_seed_1_rec_6_ens_1,0.48042799999999997,0.525246,0.803374,0.563765,6W9A_A
201,model_2_seed_1_rec_1_ens_8,0.44275299999999995,0.521436,0.804801,0.57182,6W9A_A
202,model_1_seed_1_rec_10_ens_1,0.476492,0.519551,0.808423,0.56448,6W9A_A
203,model_5_ptm_seed_1_rec_4_ens_1,0.473959,0.546393,0.8059270000000001,0.569593,6W9A_A
204,model_1_ptm_seed_0_rec_6_ens_8,0.479851,0.521671,0.809066,0.5869489999999999,6W9A_A
205,model_1_ptm_seed_0_rec_1_ens_1,0.457244,0.5118590000000001,0.811041,0.580584,6W9A_A
